UID,Tag
100000,0.21907696203289012
100001,0.025246019395762303
100002,0.0012884414097935556
100003,0.003091228166614225
100004,0.000726050607635358
100005,0.10423239096382486
100006,0.20039288645490458
100007,0.08187379783640115
100008,0.15468331551187026
100009,0.003172648727614509
100010,0.0011764440421888032
100011,0.005836798804513566
100012,0.0011299122027051444
100013,0.0014300934566914816
100014,0.0019674020204057127
100015,0.09074595251149885
100016,0.002842050081450157
100017,0.001739095355545062
100018,0.0036402967513691187
100019,0.0007608540309854522
100020,0.006733913342628598
100021,0.002616284563141726
100022,0.7775450511436652
100023,0.011154587114355099
100024,0.0015592688889469353
100025,0.005971695343378639
100026,0.9329810010005556
100027,0.8716222164682584
100028,0.01557925818165955
100029,0.5026093554787924
100030,0.0029994341119043985
100031,0.06275160508527171
100032,0.0015616964285105474
100033,0.0019192512740100049
100034,0.004362500649032758
100035,0.5544488919096522
100036,0.0006000807692190843
100037,0.015083412971449614
100038,0.002156430213936756
100039,0.002013401860505083
100040,0.7549616551428366
100041,0.0020514822918902297
100042,0.11854947101214211
100043,0.0017493468880523603
100044,0.0026358214545776698
100045,0.00228380363553247
100046,0.002695625668337192
100047,0.013381578526988087
100048,0.001979577870468823
100049,0.0321467227707548
100050,0.0060309142760719536
100051,0.0031555013511264086
100052,0.004880459353116599
100053,0.012140156801516854
100054,0.00105715502700947
100055,0.12685389882104675
100056,0.02604454455264722
100057,0.001635913187016087
100058,0.002180520561440653
100059,0.004112550129978386
100060,0.9289118849206807
100061,0.0031982338151003258
100062,0.0017395337551536771
100063,0.0015230787374309364
100064,0.9779604087144878
100065,0.01965575274662084
100066,0.00255955712000666
100067,0.045307612414782636
100068,0.0008120135508417183
100069,0.0009284595158247147
100070,0.003395801494836767
100071,0.0007044804433242694
100072,0.011697609602615818
100073,0.008796314578281214
100074,0.01299869351023315
100075,0.00040682233570478655
100076,0.002062191558107137
100077,0.0008244607824741939
100078,0.0010642022008235487
100079,0.0010682280886322314
100080,0.09803181504493896
100081,0.21955064553432596
100082,0.2802484261929989
100083,0.010931554817356965
100084,0.15433112036049076
100085,0.0008221177827634329
100086,0.7345579172657036
100087,0.38926368504904796
100088,0.0018908908027358549
100089,0.06296232267110473
100090,0.9346439038299061
100091,0.0022683189029973445
100092,0.0010729723756085499
100093,0.012390457450749497
100094,0.0006540117829067571
100095,0.12282103175290034
100096,0.013551374224122139
100097,0.0011097191498498418
100098,0.0022598602739018056
100099,0.0027626475352621627
100100,0.008349536656939592
100101,0.033732426742513213
100102,0.0012529047275674024
100103,0.0014198868886397856
100104,0.0016062472933263308
100105,0.1041759836176118
100106,0.4667206888275688
100107,0.28297088395969183
100108,0.002225283281953244
100109,0.6745116284680865
100110,0.0024467476946242934
100111,0.007738465330821144
100112,0.5921318302452466
100113,0.11446539508154127
100114,0.8349006270670545
100115,0.0018775729286800442
100116,0.0016949284828342219
100117,0.010786044843734756
100118,0.013700163485670446
100119,0.0011525631561894601
100120,0.36865638938186845
100121,0.045495463202338784
100122,0.003156696709105111
100123,0.002081902934617551
100124,0.009230964380298735
100125,0.049501076255894574
100126,0.0011725172059507429
100127,0.20097383322996976
100128,0.004577905040032517
100129,0.0019169588175116305
100130,0.2326285825714816
100131,0.005025331498953046
100132,0.0009812270788095978
100133,0.018426447739041518
100134,0.0011704882145652437
100135,0.0011715361347896555
100136,0.001986512187594032
100137,0.0013365458812872823
100138,0.0035750491346996914
100139,0.0062431544377050344
100140,0.0006778594015207387
100141,0.0007984454942438709
100142,0.0012753746842216155
100143,0.022051985636194968
100144,0.098416291951962
100145,0.004929743807240807
100146,0.017131845369157444
100147,0.00973464477859307
100148,0.011554733424456776
100149,0.0012952652655088585
